governor,state,time_in_office,party,year
Ossian Bingley Hart,Florida,1873 - 1874,Republican,1873
Ossian Bingley Hart,Florida,1873 - 1874,Republican,1874
Elisha Baxter,Arkansas,1873 - 1874,Republican,1873
Elisha Baxter,Arkansas,1873 - 1874,Republican,1874
John J. Bagley,Michigan,1873 - 1877,Republican,1873
John J. Bagley,Michigan,1873 - 1877,Republican,1874
John J. Bagley,Michigan,1873 - 1877,Republican,1875
John J. Bagley,Michigan,1873 - 1877,Republican,1876
John J. Bagley,Michigan,1873 - 1877,Republican,1877
John Adams Dix,New York,1872 - 1874,Republican,1872
John Adams Dix,New York,1872 - 1874,Republican,1873
John Adams Dix,New York,1872 - 1874,Republican,1874
Pinckney Benton Stewart Pinchback,Louisiana,1872 - 1873,Republican,1872
Pinckney Benton Stewart Pinchback,Louisiana,1872 - 1873,Republican,1873
Franklin J. Moses,South Carolina,1872 - 1874,Republican,1872
Franklin J. Moses,South Carolina,1872 - 1874,Republican,1873
Franklin J. Moses,South Carolina,1872 - 1874,Republican,1874
David Peter Lewis,Alabama,1872 - 1874,Democratic Republican,1872
David Peter Lewis,Alabama,1872 - 1874,Democratic Republican,1873
David Peter Lewis,Alabama,1872 - 1874,Democratic Republican,1874
Julius Converse,Vermont,1872 - 1874,Republican,1872
Julius Converse,Vermont,1872 - 1874,Republican,1873
Julius Converse,Vermont,1872 - 1874,Republican,1874
Ezekiel Albert Straw,New Hampshire,1872 - 1874,Republican,1872
Ezekiel Albert Straw,New Hampshire,1872 - 1874,Republican,1873
Ezekiel Albert Straw,New Hampshire,1872 - 1874,Republican,1874
Joel Parker,New Jersey,1872 - 1875,Democratic,1872
Joel Parker,New Jersey,1872 - 1875,Democratic,1873
Joel Parker,New Jersey,1872 - 1875,Democratic,1874
Joel Parker,New Jersey,1872 - 1875,Democratic,1875
Joel Parker,New Jersey,1863 - 1866,Democratic,1863
Joel Parker,New Jersey,1863 - 1866,Democratic,1864
Joel Parker,New Jersey,1863 - 1866,Democratic,1865
Joel Parker,New Jersey,1863 - 1866,Democratic,1866
James Milton Smith,Georgia,1872 - 1877,Democrat,1872
James Milton Smith,Georgia,1872 - 1877,Democrat,1873
James Milton Smith,Georgia,1872 - 1877,Democrat,1874
James Milton Smith,Georgia,1872 - 1877,Democrat,1875
James Milton Smith,Georgia,1872 - 1877,Democrat,1876
James Milton Smith,Georgia,1872 - 1877,Democrat,1877
Cyrus Clay Carpenter,Iowa,1872 - 1876,republican,1872
Cyrus Clay Carpenter,Iowa,1872 - 1876,republican,1873
Cyrus Clay Carpenter,Iowa,1872 - 1876,republican,1874
Cyrus Clay Carpenter,Iowa,1872 - 1876,republican,1875
Cyrus Clay Carpenter,Iowa,1872 - 1876,republican,1876
William Pinkney Whyte,Maryland,1872 - 1874,Democrat,1872
William Pinkney Whyte,Maryland,1872 - 1874,Democrat,1873
William Pinkney Whyte,Maryland,1872 - 1874,Democrat,1874
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1872
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1871
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1870
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1869
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1868
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1867
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1866
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1865
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1864
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1863
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1862
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1861
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1860
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1859
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1858
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1857
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1856
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1855
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1854
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1853
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1852
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1851
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1850
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1849
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1848
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1847
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1846
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1845
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1844
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1843
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1842
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1841
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1840
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1839
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1838
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1837
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1836
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1835
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1834
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1833
Edward Follansbee Noyes,Ohio,1872 - 1832,Republican,1832
William Barrett Washburn,Massachusetts,1872 - 1874,Republican,1872
William Barrett Washburn,Massachusetts,1872 - 1874,Republican,1873
William Barrett Washburn,Massachusetts,1872 - 1874,Republican,1874
Cadwallader Colden Washburn,Wisconsin,1872 - 1874,Republican,1872
Cadwallader Colden Washburn,Wisconsin,1872 - 1874,Republican,1873
Cadwallader Colden Washburn,Wisconsin,1872 - 1874,Republican,1874
Newton Booth,California,1871 - 1875,Republican,1871
Newton Booth,California,1871 - 1875,Republican,1872
Newton Booth,California,1871 - 1875,Republican,1873
Newton Booth,California,1871 - 1875,Republican,1874
Newton Booth,California,1871 - 1875,Republican,1875
Ridgley Ceylon Powers,Mississippi,1871 - 1874,,1871
Ridgley Ceylon Powers,Mississippi,1871 - 1874,,1872
Ridgley Ceylon Powers,Mississippi,1871 - 1874,,1873
Ridgley Ceylon Powers,Mississippi,1871 - 1874,,1874
Benjamin F. Conley,Georgia,1871 - 1872,Republican,1871
Benjamin F. Conley,Georgia,1871 - 1872,Republican,1872
John Calvin Brown,Tennessee,1871 - 1875,Democrat/Whig,1871
John Calvin Brown,Tennessee,1871 - 1875,Democrat/Whig,1872
John Calvin Brown,Tennessee,1871 - 1875,Democrat/Whig,1873
John Calvin Brown,Tennessee,1871 - 1875,Democrat/Whig,1874
John Calvin Brown,Tennessee,1871 - 1875,Democrat/Whig,1875
William Hartford James,Nebraska,1871 - 1873,Republican,1871
William Hartford James,Nebraska,1871 - 1873,Republican,1872
William Hartford James,Nebraska,1871 - 1873,Republican,1873
Marshall Jewell,Connecticut,1871 - 1873,Republican,1871
Marshall Jewell,Connecticut,1871 - 1873,Republican,1872
Marshall Jewell,Connecticut,1871 - 1873,Republican,1873
Marshall Jewell,Connecticut,1869 - 1870,Republican,1869
Marshall Jewell,Connecticut,1869 - 1870,Republican,1870
Ozra A. Hadley,Arkansas,1871 - 1873,Republican,1871
Ozra A. Hadley,Arkansas,1871 - 1873,Republican,1872
Ozra A. Hadley,Arkansas,1871 - 1873,Republican,1873
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1871
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1872
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1873
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1874
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1875
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1876
John Jeremiah Jacob,West Virginia,1871 - 1877,1st term Democrat; 2nd term Independent,1877
Preston Hopkins Leslie,Kentucky,1871 - 1875,Democratic,1871
Preston Hopkins Leslie,Kentucky,1871 - 1875,Democratic,1872
Preston Hopkins Leslie,Kentucky,1871 - 1875,Democratic,1873
Preston Hopkins Leslie,Kentucky,1871 - 1875,Democratic,1874
Preston Hopkins Leslie,Kentucky,1871 - 1875,Democratic,1875
James Ponder,Delaware,1871 - 1875,Democrat,1871
James Ponder,Delaware,1871 - 1875,Democrat,1872
James Ponder,Delaware,1871 - 1875,Democrat,1873
James Ponder,Delaware,1871 - 1875,Democrat,1874
James Ponder,Delaware,1871 - 1875,Democrat,1875
Benjamin Gratz Brown,Missouri,1871 - 1873,Liberal Republican,1871
Benjamin Gratz Brown,Missouri,1871 - 1873,Liberal Republican,1872
Benjamin Gratz Brown,Missouri,1871 - 1873,Liberal Republican,1873
Sidney Perham,Maine,1871 - 1874,Republican,1871
Sidney Perham,Maine,1871 - 1874,Republican,1872
Sidney Perham,Maine,1871 - 1874,Republican,1873
Sidney Perham,Maine,1871 - 1874,Republican,1874
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1871
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1872
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1873
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1874
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1875
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1876
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1877
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1878
Lewis Rice Bradley,Nevada,1871 - 1879,Democratic,1879
Tod Robinson Caldwell,North Carolina,1870 - 1874,Republican,1870
Tod Robinson Caldwell,North Carolina,1870 - 1874,Republican,1871
Tod Robinson Caldwell,North Carolina,1870 - 1874,Republican,1872
Tod Robinson Caldwell,North Carolina,1870 - 1874,Republican,1873
Tod Robinson Caldwell,North Carolina,1870 - 1874,Republican,1874
Robert Burns Lindsay,Alabama,1870 - 1872,Democrat,1870
Robert Burns Lindsay,Alabama,1870 - 1872,Democrat,1871
Robert Burns Lindsay,Alabama,1870 - 1872,Democrat,1872
John Wolcott Stewart,Vermont,1870 - 1872,Republican,1870
John Wolcott Stewart,Vermont,1870 - 1872,Republican,1871
John Wolcott Stewart,Vermont,1870 - 1872,Republican,1872
Lafayette Grover,Oregon,1870 - 1877,Democrat,1870
Lafayette Grover,Oregon,1870 - 1877,Democrat,1871
Lafayette Grover,Oregon,1870 - 1877,Democrat,1872
Lafayette Grover,Oregon,1870 - 1877,Democrat,1873
Lafayette Grover,Oregon,1870 - 1877,Democrat,1874
Lafayette Grover,Oregon,1870 - 1877,Democrat,1875
Lafayette Grover,Oregon,1870 - 1877,Democrat,1876
Lafayette Grover,Oregon,1870 - 1877,Democrat,1877
James Edward English,Connecticut,1870 - 1871,Democrat,1870
James Edward English,Connecticut,1870 - 1871,Democrat,1871
James Edward English,Connecticut,1867 - 1869,Democrat,1867
James Edward English,Connecticut,1867 - 1869,Democrat,1868
James Edward English,Connecticut,1867 - 1869,Democrat,1869
James Lusk Alcorn,Mississippi,1870 - 1871,Republican,1870
James Lusk Alcorn,Mississippi,1870 - 1871,Republican,1871
George Whitman Hendee,Vermont,1870 - 1870,Republican,1870
Horace Austin,Minnesota,1870 - 1874,Republican,1870
Horace Austin,Minnesota,1870 - 1874,Republican,1871
Horace Austin,Minnesota,1870 - 1874,Republican,1872
Horace Austin,Minnesota,1870 - 1874,Republican,1873
Horace Austin,Minnesota,1870 - 1874,Republican,1874
Edmund Jackson Davis,Texas,1870 - 1874,Republican,1870
Edmund Jackson Davis,Texas,1870 - 1874,Republican,1871
Edmund Jackson Davis,Texas,1870 - 1874,Republican,1872
Edmund Jackson Davis,Texas,1870 - 1874,Republican,1873
Edmund Jackson Davis,Texas,1870 - 1874,Republican,1874
Peter T. Washburn,Vermont,1869 - 1870,Republican,1869
Peter T. Washburn,Vermont,1869 - 1870,Republican,1870
Gilbert Carlton Walker,Virginia,1869 - 1874,Republican,1869
Gilbert Carlton Walker,Virginia,1869 - 1874,Republican,1870
Gilbert Carlton Walker,Virginia,1869 - 1874,Republican,1871
Gilbert Carlton Walker,Virginia,1869 - 1874,Republican,1872
Gilbert Carlton Walker,Virginia,1869 - 1874,Republican,1873
Gilbert Carlton Walker,Virginia,1869 - 1874,Republican,1874
Onslow Stearns,New Hampshire,1869 - 1871,Republican,1869
Onslow Stearns,New Hampshire,1869 - 1871,Republican,1870
Onslow Stearns,New Hampshire,1869 - 1871,Republican,1871
Seth Padelford,Rhode Island,1869 - 1873,Republican,1869
Seth Padelford,Rhode Island,1869 - 1873,Republican,1870
Seth Padelford,Rhode Island,1869 - 1873,Republican,1871
Seth Padelford,Rhode Island,1869 - 1873,Republican,1872
Seth Padelford,Rhode Island,1869 - 1873,Republican,1873
William Erskine Stevenson,West Virginia,1869 - 1871,Republican,1869
William Erskine Stevenson,West Virginia,1869 - 1871,Republican,1870
William Erskine Stevenson,West Virginia,1869 - 1871,Republican,1871
Daniel Duane Tompkins Farnsworth,West Virginia,1869 - 1869,Republican,1869
DeWitt Clinton Senter,Tennessee,1869 - 1871,Republican/Whig,1869
DeWitt Clinton Senter,Tennessee,1869 - 1871,Republican/Whig,1870
DeWitt Clinton Senter,Tennessee,1869 - 1871,Republican/Whig,1871
Theodore Fitz Randolph,New Jersey,1869 - 1872,Democratic,1869
Theodore Fitz Randolph,New Jersey,1869 - 1872,Democratic,1870
Theodore Fitz Randolph,New Jersey,1869 - 1872,Democratic,1871
Theodore Fitz Randolph,New Jersey,1869 - 1872,Democratic,1872
Oden Bowie,Maryland,1869 - 1872,Democrat,1869
Oden Bowie,Maryland,1869 - 1872,Democrat,1870
Oden Bowie,Maryland,1869 - 1872,Democrat,1871
Oden Bowie,Maryland,1869 - 1872,Democrat,1872
Joseph Washington McClurg,Missouri,1869 - 1871,Republican,1869
Joseph Washington McClurg,Missouri,1869 - 1871,Republican,1870
Joseph Washington McClurg,Missouri,1869 - 1871,Republican,1871
James Madison Harvey,Kansas,1869 - 1873,Republican,1869
James Madison Harvey,Kansas,1869 - 1873,Republican,1870
James Madison Harvey,Kansas,1869 - 1873,Republican,1871
James Madison Harvey,Kansas,1869 - 1873,Republican,1872
James Madison Harvey,Kansas,1869 - 1873,Republican,1873
John McAuley Palmer,Illinois,1869 - 1873,"Republican, Democrat",1869
John McAuley Palmer,Illinois,1869 - 1873,"Republican, Democrat",1870
John McAuley Palmer,Illinois,1869 - 1873,"Republican, Democrat",1871
John McAuley Palmer,Illinois,1869 - 1873,"Republican, Democrat",1872
John McAuley Palmer,Illinois,1869 - 1873,"Republican, Democrat",1873
William Claflin,Massachusetts,1869 - 1872,Republican,1869
William Claflin,Massachusetts,1869 - 1872,Republican,1870
William Claflin,Massachusetts,1869 - 1872,Republican,1871
William Claflin,Massachusetts,1869 - 1872,Republican,1872
Henry P. Baldwin,Michigan,1869 - 1873,Republican,1869
Henry P. Baldwin,Michigan,1869 - 1873,Republican,1870
Henry P. Baldwin,Michigan,1869 - 1873,Republican,1871
Henry P. Baldwin,Michigan,1869 - 1873,Republican,1872
Henry P. Baldwin,Michigan,1869 - 1873,Republican,1873
John Thompson Hoffman,New York,1869 - 1873,Democratic,1869
John Thompson Hoffman,New York,1869 - 1873,Democratic,1870
John Thompson Hoffman,New York,1869 - 1873,Democratic,1871
John Thompson Hoffman,New York,1869 - 1873,Democratic,1872
John Thompson Hoffman,New York,1869 - 1873,Democratic,1873
Nehemiah Green,Kansas,1868 - 1869,Republican,1868
Nehemiah Green,Kansas,1868 - 1869,Republican,1869
William Hugh Smith,Alabama,1868 - 1870,Republican,1868
William Hugh Smith,Alabama,1868 - 1870,Republican,1869
William Hugh Smith,Alabama,1868 - 1870,Republican,1870
Henry Clay Warmoth,Louisiana,1868 - 1872,Republican,1868
Henry Clay Warmoth,Louisiana,1868 - 1872,Republican,1869
Henry Clay Warmoth,Louisiana,1868 - 1872,Republican,1870
Henry Clay Warmoth,Louisiana,1868 - 1872,Republican,1871
Henry Clay Warmoth,Louisiana,1868 - 1872,Republican,1872
Robert Kingston Scott,South Carolina,1868 - 1872,Republican,1868
Robert Kingston Scott,South Carolina,1868 - 1872,Republican,1869
Robert Kingston Scott,South Carolina,1868 - 1872,Republican,1870
Robert Kingston Scott,South Carolina,1868 - 1872,Republican,1871
Robert Kingston Scott,South Carolina,1868 - 1872,Republican,1872
Edward R. S. Canby,South Carolina,1868 - 1868,,1868
Rufus Brown Bullock,Georgia,1868 - 1871,Republican,1868
Rufus Brown Bullock,Georgia,1868 - 1871,Republican,1869
Rufus Brown Bullock,Georgia,1868 - 1871,Republican,1870
Rufus Brown Bullock,Georgia,1868 - 1871,Republican,1871
Harrison Reed,Florida,1868 - 1873,Republican,1868
Harrison Reed,Florida,1868 - 1873,Republican,1869
Harrison Reed,Florida,1868 - 1873,Republican,1870
Harrison Reed,Florida,1868 - 1873,Republican,1871
Harrison Reed,Florida,1868 - 1873,Republican,1872
Harrison Reed,Florida,1868 - 1873,Republican,1873
Powell Clayton,Arkansas,1868 - 1871,Republican,1868
Powell Clayton,Arkansas,1868 - 1871,Republican,1869
Powell Clayton,Arkansas,1868 - 1871,Republican,1870
Powell Clayton,Arkansas,1868 - 1871,Republican,1871
William Woods Holden,North Carolina,1868 - 1870,Republican,1868
William Woods Holden,North Carolina,1868 - 1870,Republican,1869
William Woods Holden,North Carolina,1868 - 1870,Republican,1870
William Woods Holden,North Carolina,1865 - 1865,Republican,1865
Henry Horatio Wells,Virginia,1868 - 1869,Republican,1868
Henry Horatio Wells,Virginia,1868 - 1869,Republican,1869
Samuel Merrill,Iowa,1868 - 1872,republican,1868
Samuel Merrill,Iowa,1868 - 1872,republican,1869
Samuel Merrill,Iowa,1868 - 1872,republican,1870
Samuel Merrill,Iowa,1868 - 1872,republican,1871
Samuel Merrill,Iowa,1868 - 1872,republican,1872
Thomas Howard Ruger,Georgia,1868 - 1868,Military,1868
Joshua Baker,Louisiana,1868 - 1868,Democrat/Unionist,1868
Henry Huntly Haight,California,1867 - 1871,"Republican, Democrat",1867
Henry Huntly Haight,California,1867 - 1871,"Republican, Democrat",1868
Henry Huntly Haight,California,1867 - 1871,"Republican, Democrat",1869
Henry Huntly Haight,California,1867 - 1871,"Republican, Democrat",1870
Henry Huntly Haight,California,1867 - 1871,"Republican, Democrat",1871
John B. Page,Vermont,1867 - 1869,Republican,1867
John B. Page,Vermont,1867 - 1869,Republican,1868
John B. Page,Vermont,1867 - 1869,Republican,1869
John White Stevenson,Kentucky,1867 - 1871,Democratic,1867
John White Stevenson,Kentucky,1867 - 1871,Democratic,1868
John White Stevenson,Kentucky,1867 - 1871,Democratic,1869
John White Stevenson,Kentucky,1867 - 1871,Democratic,1870
John White Stevenson,Kentucky,1867 - 1871,Democratic,1871
John Larue Helm,Kentucky,1867 - 1867,Whig,1867
John Larue Helm,Kentucky,1850 - 1851,Whig,1850
John Larue Helm,Kentucky,1850 - 1851,Whig,1851
Elisha Marshall Pease,Texas,1867 - 1869,Republican,1867
Elisha Marshall Pease,Texas,1867 - 1869,Republican,1868
Elisha Marshall Pease,Texas,1867 - 1869,Republican,1869
Elisha Marshall Pease,Texas,1853 - 1857,Republican,1853
Elisha Marshall Pease,Texas,1853 - 1857,Republican,1854
Elisha Marshall Pease,Texas,1853 - 1857,Republican,1855
Elisha Marshall Pease,Texas,1853 - 1857,Republican,1856
Elisha Marshall Pease,Texas,1853 - 1857,Republican,1857
Walter Harriman,New Hampshire,1867 - 1869,Republican,1867
Walter Harriman,New Hampshire,1867 - 1869,Republican,1868
Walter Harriman,New Hampshire,1867 - 1869,Republican,1869
Benjamin Franklin Flanders,Louisiana,1867 - 1868,Republican,1867
Benjamin Franklin Flanders,Louisiana,1867 - 1868,Republican,1868
David Butler,Nebraska,1867 - 1871,Republican,1867
David Butler,Nebraska,1867 - 1871,Republican,1868
David Butler,Nebraska,1867 - 1871,Republican,1869
David Butler,Nebraska,1867 - 1871,Republican,1870
David Butler,Nebraska,1867 - 1871,Republican,1871
Conrad Baker,Indiana,1867 - 1873,Republican,1867
Conrad Baker,Indiana,1867 - 1873,Republican,1868
Conrad Baker,Indiana,1867 - 1873,Republican,1869
Conrad Baker,Indiana,1867 - 1873,Republican,1870
Conrad Baker,Indiana,1867 - 1873,Republican,1871
Conrad Baker,Indiana,1867 - 1873,Republican,1872
Conrad Baker,Indiana,1867 - 1873,Republican,1873
John White Geary,Pennsylvania,1867 - 1873,Republican,1867
John White Geary,Pennsylvania,1867 - 1873,Republican,1868
John White Geary,Pennsylvania,1867 - 1873,Republican,1869
John White Geary,Pennsylvania,1867 - 1873,Republican,1870
John White Geary,Pennsylvania,1867 - 1873,Republican,1871
John White Geary,Pennsylvania,1867 - 1873,Republican,1872
John White Geary,Pennsylvania,1867 - 1873,Republican,1873
Joshua Lawrence Chamberlain,Maine,1867 - 1871,Republican,1867
Joshua Lawrence Chamberlain,Maine,1867 - 1871,Republican,1868
Joshua Lawrence Chamberlain,Maine,1867 - 1871,Republican,1869
Joshua Lawrence Chamberlain,Maine,1867 - 1871,Republican,1870
Joshua Lawrence Chamberlain,Maine,1867 - 1871,Republican,1871
George Lemuel Woods,Oregon,1866 - 1870,Republican,1866
George Lemuel Woods,Oregon,1866 - 1870,Republican,1867
George Lemuel Woods,Oregon,1866 - 1870,Republican,1868
